"V1","V2","V3","V4"
4094,0.126447299262509,0.902240184601396,0
1507,0.71082557328812,0.899635206021017,4
478,0.924941417647209,0.19035226707668,1
1359,0.204101567983162,0.39283053688705,3
3850,0.213184973690659,0.673835022607818,0
1225,0.204623086800566,0.472093223594129,3
1674,0.698769895947177,0.909306531619827,4
4895,0.506950922543183,0.920889324974269,0
3638,0.00102680269628763,0.0941025631036609,0
1243,0.202174651707755,0.309743695892394,3
2869,0.81178327767339,0.283187342826851,6
2213,0.456986797824502,0.45920359428972,5
4998,0.591988740023226,0.306777422316372,0
538,0.807147165964501,0.211641692450168,2
3862,0.176815788494423,0.973890812136233,0
4663,0.0428201796021312,0.446880823932588,0
5390,0.526691488688812,0.474550681188703,5
3605,0.944192829541862,0.598109042271972,0
5153,0.378981642890722,0.0958208695519716,0
151,0.888484672491946,0.216029776520945,1
210,0.920690961188958,0.197629615947939,1
3477,0.991841354174539,0.525870408629999,0
3940,0.211157484445721,0.75674971868284,0
2049,0.516140559930354,0.489099839739501,5
236,0.882905328331185,0.18882184552254,1
868,0.787481955405328,0.177542081153582,2
1323,0.204355514294002,0.211431692354381,3
3817,0.778115696739405,0.490424590883777,0
3431,0.789130011340603,0.906650898978114,0
1904,0.676917477842503,0.91317574123963,0
628,0.792396709417846,0.204405519661552,2
828,0.768281823941161,0.205848075055049,2
4905,0.321302257711068,0.541683814721182,0
5318,0.157621074235067,0.677378921769559,0
3607,0.151397688547149,0.737655854318291,0
1041,0.204616564279422,0.794490303657949,3
459,0.936712872537703,0.19271625036357,1
4548,0.329922393197194,0.314221354201436,0
875,0.792195636139058,0.216114524950078,2
822,0.775435494903221,0.185140954289068,2
1946,0.712759395770157,0.903014405535493,4
2518,0.794877357262584,0.321787234895298,6
3959,0.747404852183536,0.506335764424875,0
1079,0.203674276204547,0.427139124087989,3
1098,0.202082953996724,0.424543946050107,3
950,0.777114595142716,0.208472224232081,2
2254,0.474775154199451,0.458954402375966,5
283,0.888876427953806,0.197257021218743,1
1764,0.694206334657491,0.904788940570101,4
5322,0.148112660739571,0.293738362612203,0
1939,0.700912198798614,0.883527897240461,4
2289,0.467791045475751,0.440759625062346,5
4652,0.42323910491541,0.771118984790519,0
4452,0.32096251915209,0.101952523458749,0
3507,0.626273217145354,0.910465310560539,0
389,0.914945478757865,0.18609091380711,1
1959,0.689875081013611,0.888276142274774,4
5998,0.350599966710433,0.609025064622983,0
3231,0.649670916609466,0.0409066379070282,0
886,0.80801992879102,0.208504528646797,2
1824,0.699246505838234,0.897509339736445,4
3943,0.394810877973214,0.746914115268737,0
1408,0.202993371037301,0.35564410481602,3
4455,0.588745606830344,0.0152813454624265,0
2574,0.750516769258827,0.31552269265567,0
422,0.882552896603438,0.203335356675229,1
3500,0.958965354599059,0.894377346616238,0
1194,0.202500030763913,0.337748271040618,3
4528,0.546233208850026,0.840787174412981,0
5810,0.130565831670538,0.906095129204914,0
5085,0.506904754554853,0.0928738496731967,0
555,0.806707850805755,0.197349648698937,2
885,0.792773148036437,0.178308501404141,2
4804,0.50609392626211,0.17013424099423,0
451,0.877031111373369,0.206179289546938,1
5424,0.9471208199393,0.607148732058704,0
4348,0.102253178367391,0.71257462259382,0
1617,0.682007499614752,0.917297463228841,0
2435,0.554213892808184,0.551271185586229,5
4251,0.998916857410222,0.388871649745852,0
4434,0.72503391536884,0.593737202696502,0
683,0.830706418809623,0.201736867464626,2
3086,0.746572808362544,0.187045914586633,0
3139,0.192755643511191,0.0309132533147931,0
4118,0.865267136367038,0.626483009196818,0
5,0.898958157181885,0.197085592352281,1
948,0.823824260374788,0.173484219286193,2
5689,0.170028176857159,0.440225968137383,0
3658,0.312516418518499,0.74290725775063,0
1387,0.204595065237954,0.674169322662056,3
898,0.787583301331437,0.196590573444018,2
1395,0.202894653513795,0.616258237883449,3
4954,0.0821359260007739,0.448745388304815,0
5311,0.157263168366626,0.817988387309015,0
4320,0.523377967067063,0.615604809252545,0
5627,0.139793895650655,0.404735811287537,0
420,0.914884540490986,0.167768914368765,1
2861,0.785221414837369,0.266205719752899,6
3080,0.232618767768145,0.73271970404312,0
708,0.815837878328264,0.217631482710304,2
4959,0.720160112949088,0.770491275703534,0
5700,0.966749672079459,0.554131542798132,0
2351,0.464524667542428,0.529013526830822,5
3843,0.931889832252637,0.465635952772573,0
5341,0.132496683159843,0.956876861862838,0
3715,0.120339595712721,0.28920451994054,0
455,0.905449990482234,0.213189190318458,1
2856,0.807020114391226,0.279537484557317,6
3224,0.0387499693315476,0.0747874430380762,0
4299,0.410826431121677,0.435599086806178,0
5642,0.705569453537464,0.519970305031165,0
1729,0.694355493987358,0.894251020267024,4
2077,0.484301155945286,0.448722779080272,5
4182,0.552043569739908,0.364151803310961,0
3721,0.956989017082378,0.83173283864744,0
2973,0.774560924113532,0.325586417048896,6
5534,0.853335519088432,0.492333841975778,0
1717,0.693410700967752,0.887592677161816,4
648,0.856040048789988,0.183845656397969,0
3049,0.0239838915877044,0.0192425611894578,0
5032,0.852494223043323,0.288471792126074,0
185,0.899657421692307,0.233221336842422,1
2510,0.785206526919693,0.298267196320157,6
4174,0.43525299243629,0.633930598851293,0
1319,0.204964375307318,0.434260539337993,3
2092,0.517783729061484,0.51844612413086,5
3858,0.89016845007427,0.488859471632168,0
5932,0.0608784763608128,0.405139741953462,0
3395,0.158377275569364,0.410100336419418,0
668,0.800968295104991,0.190276458257405,2
1758,0.689402533686103,0.911005383414631,4
1157,0.204103100970387,0.663169826008379,3
1464,0.201035148228984,0.264496555551887,3
4677,0.181666145799682,0.526712921215221,0
5722,0.215824925806373,0.148832650156692,0
964,0.821862828624305,0.182223555338068,2
1230,0.202411526551005,0.834608107060194,3
1706,0.706926042214865,0.9222600610723,0
3136,0.544771110406145,0.1111811818555,0
1053,0.201624028972583,0.139662338793278,3
411,0.877261484365076,0.152948711727635,0
3493,0.817869600607082,0.30344275990501,6
1433,0.201036245806608,0.496466146223247,3
175,0.896093737715503,0.201161510167039,1
499,0.865108536660181,0.203325312849351,1
3890,0.202268035383895,0.740615133196115,3
5217,0.517587251961231,0.833814999554306,0
2978,0.813125711153045,0.312752239160181,6
2604,0.802674012639484,0.312010159054491,6
4946,0.123508806340396,0.763941355282441,0
153,0.924415239517317,0.206784518146913,1
4783,0.68621516902931,0.91693004174158,0
1402,0.203161131169181,0.164000312611461,3
4657,0.834271980216727,0.529154304182157,0
5138,0.808490510331467,0.61740583460778,0
2415,0.487176262559369,0.548810250740498,5
982,0.831160529172865,0.229326836486362,0
5282,0.370119661558419,0.826520326780155,0
4955,0.836218695389107,0.142586334375665,0
5745,0.482438965002075,0.143852166365832,0
4445,0.876589458901435,0.752514996100217,0
2339,0.450346645554528,0.493205859148875,5
990,0.811424010228243,0.200324079042216,2
5870,0.229827374452725,0.0256072864867747,0
3808,0.453864762326702,0.795560939237475,0
2819,0.761482278703697,0.255637543268357,0
1570,0.689150052806664,0.90176753202466,4
1620,0.727024367313821,0.905198597271608,0
1254,0.20022279843688,0.856780641339719,3
5356,0.636875710915774,0.932625575456768,0
5850,0.111655381741002,0.173751379363239,0
3742,0.638045023428276,0.984762497479096,0
2247,0.468576210420579,0.544470810331404,5
3060,0.169345364440233,0.352669047191739,0
2208,0.461489838175476,0.498018439523876,5
635,0.791205263712016,0.171669739281034,2
5520,0.0420198666397482,0.489276286447421,0
4413,0.54518171469681,0.897821537684649,0
1700,0.715012697725019,0.91297078171513,4
5841,0.685411518672481,0.0670516940299422,0
3272,0.109587589511648,0.523518668487668,0
3642,0.811339566251263,0.906951444223523,0
4464,0.135721589205787,0.0344957876950502,0
4732,0.563748941756785,0.120774811832234,0
1326,0.202439400589792,0.427092686668038,3
5377,0.703140371013433,0.655865000328049,0
3514,0.207028708653525,0.236129538388923,0
4673,0.173590605612844,0.732220784993842,0
4018,0.515742700314149,0.599303485825658,0
3430,0.264289512997493,0.700909709790722,0
2597,0.798277811538043,0.291202103762611,6
2535,0.771424836239153,0.292501110808274,6
3930,0.607802209444344,0.0864136326126754,0
3446,0.807859518099576,0.346778687322512,0
799,0.795598881854364,0.168007787455936,2
3381,0.960593854309991,0.641942334128544,0
4114,0.849076833808795,0.478916815947741,0
5752,0.0142873965669423,0.682781196897849,0
4106,0.801792530808598,0.94076354871504,0
2480,0.49727710464038,0.549880757853389,5
773,0.768550509567369,0.216597547042194,2
2975,0.826346116953828,0.287990722804364,6
4566,0.866841682465747,0.0769360510166734,0
4666,0.18917721323669,0.325255505042151,0
3378,0.537514068186283,0.322273078141734,0
2753,0.796169963215054,0.281851925055485,6
4380,0.0696887976955622,0.211583990370855,0
1325,0.202451253304025,0.634311456046998,3
5959,0.592669118195772,0.558054640423506,0
1246,0.200584282164928,0.806327348202467,3
3220,0.966496388660744,0.235761048272252,0
2366,0.454111595377326,0.504698773464188,5
4611,0.947804817929864,0.341036698315293,0
1511,0.696497895871772,0.896346100922094,4
1078,0.2009931999736,0.547669230401516,3
740,0.803912523785246,0.225602284473043,2
3606,0.662522309692577,0.704978151014075,0
445,0.893878180607889,0.193930061521362,1
155,0.914502874380953,0.232205969800419,1
1316,0.200927663968178,0.759025501459837,3
2889,0.750191729446454,0.255822906264834,0
158,0.889318292618497,0.214038353086814,1
2908,0.791338313522811,0.272319660850673,6
177,0.882795881750387,0.17096603547396,1
1469,0.20197292243829,0.85454495921731,3
2463,0.44766396863386,0.54571714063175,5
622,0.788584128563875,0.183573130167554,2
508,0.769304652320796,0.183923381161924,2
4387,0.777425990207121,0.361737056169659,0
5538,0.681925577344373,0.0389123212080449,0
4713,0.137174324598163,0.228833411121741,0
3978,0.174607618013397,0.844491803087294,0
5466,0.208654025569558,0.560468811076134,0
273,0.916125232441786,0.218155482534056,1
3492,0.326315488200635,0.569807054009289,0
4540,0.951726586092263,0.171159780817106,0
1423,0.203906017778208,0.393038844875991,3
3243,0.717645162949339,0.582461997866631,0
1453,0.200164176806575,0.39480365421623,3
4619,0.745022967457771,0.522837912198156,0
207,0.930382330689602,0.167442678764869,0
1139,0.200079419868998,0.556412065587938,3
5112,0.785066840937361,0.230041228700429,2
1895,0.711477059727507,0.895071286025383,4
3719,0.996080732904375,0.428177323658019,0
940,0.810052158882681,0.203987918189733,2
1599,0.691242768476254,0.89277001078744,4
2358,0.461866386067122,0.482534594107419,5
1168,0.200726646245457,0.278617179952562,3
2678,0.794383410120832,0.276327009824584,6
1156,0.202341602455126,0.382908250950277,3
3577,0.271309763658792,0.0408668033778667,0
5162,0.390061788726598,0.636928072432056,0
4737,0.959626535186544,0.274406510870904,0
2142,0.520383460763842,0.498162374794483,5
2176,0.546600449839607,0.508772552302107,5
1744,0.700423453374377,0.933284984331676,0
4821,0.116701642517,0.111548480577767,0
3497,0.9731828821823,0.604924231301993,0
3709,0.049064603401348,0.166712078731507,0
184,0.87243930366762,0.234194023144687,0
853,0.802040047029686,0.190478425901745,2
1288,0.203782262357417,0.186789032258093,3
2625,0.773539879511984,0.302127050322333,6
2634,0.768853135472265,0.335251755120086,0
5558,0.771454214584082,0.945509151788428,0
2664,0.770668565401702,0.265708853380182,0
3277,0.761329955887049,0.898371650604531,0
1435,0.200550770653645,0.163284545205534,3
5308,0.596965053584427,0.0924024374689907,0
4826,0.793662709183991,0.480905052972957,0
2730,0.816902769042942,0.30677775163159,6
366,0.90837790702217,0.1986136078818,1
2530,0.821225871948128,0.332249389191594,6
3320,0.931099419249222,0.354325283784419,0
2541,0.798421114926846,0.278872159182231,6
1096,0.200037908272352,0.517694322951138,3
3310,0.27778011187911,0.0569960463326424,0
5526,0.603089989162982,0.207186085870489,0
4775,0.0590160030405968,0.111203869106248,0
5738,0.119328830391169,0.394432724453509,0
4013,0.838194717653096,0.70509286574088,0
1941,0.67431804716435,0.891846865493513,0
3457,0.623204393079504,0.36557880602777,0
4342,0.292798030655831,0.663641544990242,0
2777,0.810361686361187,0.313490933970461,6
5923,0.835436535300687,0.526053608162329,0
783,0.789710341242799,0.196592150897727,2
3993,0.916840708581731,0.49230184382759,0
4253,0.160978771746159,0.243233138695359,0
4345,0.675960254855454,0.0848882745485753,0
2525,0.770889458003525,0.302956859876193,6
3451,0.817410030635074,0.239182438468561,0
2582,0.779485839103177,0.317014852876395,6
2102,0.500579813877121,0.556308766417205,5
355,0.946844519660692,0.228023180533827,0
4635,0.830957344966009,0.319419802865013,6
5560,0.0972520331852138,0.207408920396119,0
630,0.805808435217362,0.196857751550443,2
2983,0.796880727323669,0.302290300593494,6
3465,0.485560847446322,0.74239249015227,0
5554,0.416370742022991,0.936661394778639,0
4439,0.0829105619341135,0.577648584498093,0
520,0.783226352436251,0.197056323258508,2
460,0.895150887472516,0.194017877590193,1
5948,0.0974088960792869,0.567263384582475,0
3602,0.519496938213706,0.351460483158007,0
3699,0.0913287817966193,0.524801271036267,0
4173,0.867262248881161,0.212870528688654,1
5204,0.432880182517692,0.0695142396725714,0
211,0.906540041531526,0.18991931193768,1
2740,0.806644867271135,0.327604822205888,6
3052,0.748566247988492,0.0212481457274407,0
319,0.905860052720135,0.207136054569442,1
802,0.795212834391953,0.192179567893833,2
5001,0.597108470275998,0.448559499112889,0
864,0.793055124218205,0.208368155946037,2
4177,0.511488226940855,0.213599395938218,0
4694,0.774434437975287,0.360081092920154,0
247,0.871256341147462,0.184770270380416,1
2080,0.556107134204358,0.447096034456044,5
3620,0.601451598340645,0.200904266675934,0
1855,0.692993553837401,0.876503262230076,0
1832,0.705349491998882,0.899746323685044,4
5230,0.859528208849952,0.879688929300755,0
3657,0.586542978184298,0.194898576708511,0
1339,0.202107228871901,0.739119399897754,3
5144,0.539587431354448,0.560552119277418,0
4019,0.656914215069264,0.466437905328348,0
1004,0.204506426415173,0.236645531095564,3
4759,0.694463778287172,0.135013229213655,0
832,0.820356458372034,0.207187428746575,2
347,0.880237087492696,0.219332508754285,1
4637,0.785277145216241,0.738506208173931,0
4097,0.801127426791936,0.750553797697648,0
1891,0.697392288093179,0.888598126154537,4
2732,0.804386578477922,0.284322695955723,6
5823,0.901316618546844,0.190548221580684,1
4003,0.0837585104163736,0.639380401233211,0
2607,0.818815052371965,0.33160901326729,6
1559,0.710866076596189,0.900676473807839,4
21,0.918777263650078,0.192948424784843,1
665,0.797480440924246,0.201447043182208,2
1539,0.712078080532241,0.894033326697604,4
1477,0.202279000942362,0.250581554323435,3
899,0.772838263790464,0.212203493232298,2
2315,0.464496104978025,0.470734563618898,5
4169,0.513077785493806,0.857577803079039,0
4787,0.369498173240572,0.497770176036283,0
449,0.900356841682229,0.200011250194929,1
653,0.777493582296042,0.186066620704145,2
4845,0.917550853919238,0.895638392074034,0
4953,0.728751035872847,0.984381334390491,0
1749,0.699464329540172,0.898956722811801,4
2994,0.809369925892247,0.296266124993184,6
3222,0.650116370990872,0.734938453650102,0
3174,0.140959319658577,0.141494577284902,0
2749,0.78392398961115,0.33065501328964,6
3424,0.257046129088849,0.918898657429963,0
1126,0.204472683302592,0.534076958522201,3
387,0.893678955368778,0.198392002624489,1
3100,0.477682986063883,0.143131288466975,0
3569,0.825601674383506,0.419419157551602,0
905,0.799381041589592,0.210801997833332,2
3311,0.0101242121309042,0.571255923248827,0
1663,0.691361560820149,0.896036579500741,4
3269,0.411780716618523,0.492231078911573,0
1198,0.202442092115525,0.199562962539494,3
3628,0.675113738747314,0.642463579308242,0
5799,0.380230860318989,0.575195955811068,0
