3.219504738931416910e+01,3.340097924519520944e+01,1.000000000000000000e+00
2.644807324446943397e+01,2.589425906257956456e+01,1.000000000000000000e+00
3.586596650513306628e+01,3.405709291665234417e+01,1.000000000000000000e+00
3.052124894432494884e+01,3.015634148643280810e+01,1.000000000000000000e+00
1.061270438829813045e+01,9.262519600698537303e+00,1.000000000000000000e+00
2.351098623659574116e+01,2.498274309201904586e+01,1.000000000000000000e+00
2.584272361153901443e+01,2.565019909862031966e+01,1.000000000000000000e+00
2.139998679346385302e+01,2.277645901796768513e+01,1.000000000000000000e+00
1.624877088605076381e+01,1.636456020895423435e+01,1.000000000000000000e+00
2.669755910985049496e+01,2.762509442324017073e+01,1.000000000000000000e+00
3.006351753073247224e+01,3.025850352572488333e+01,1.000000000000000000e+00
3.871901811926453263e+01,4.055410274770853363e+01,1.000000000000000000e+00
1.042996241692679327e+01,1.050656293747734260e+01,1.000000000000000000e+00
2.418295409709298127e+01,2.421066565954665961e+01,1.000000000000000000e+00
1.502555686201817586e+01,1.721628279123126504e+01,1.000000000000000000e+00
1.077049990360399789e+01,9.445787934038989420e+00,1.000000000000000000e+00
3.584451421069503851e+01,3.527309309007927141e+01,1.000000000000000000e+00
3.171801030720522618e+01,3.283575985364692684e+01,1.000000000000000000e+00
1.689027966716809459e+01,1.615975282176701100e+01,1.000000000000000000e+00
3.106622396386238094e+01,3.168248804468043645e+01,1.000000000000000000e+00
3.205934041195523321e+01,3.218384476024755259e+01,1.000000000000000000e+00
4.402569595973727701e+01,4.493464938060652258e+01,1.000000000000000000e+00
2.546104282591432622e+01,2.485821555331028065e+01,1.000000000000000000e+00
1.279433198009811434e+01,1.358061803672115531e+01,1.000000000000000000e+00
4.360890573621096422e+01,4.323409893654274327e+01,1.000000000000000000e+00
3.660822830178874199e+01,3.702075826542838399e+01,1.000000000000000000e+00
2.563293397605845314e+01,2.824101516850085147e+01,1.000000000000000000e+00
3.362391885397222779e+01,3.207538297873819744e+01,1.000000000000000000e+00
2.874637197671092537e+01,2.792250285002018018e+01,1.000000000000000000e+00
3.677444530484186203e+01,3.762646013144355805e+01,1.000000000000000000e+00
1.923009369408588753e+01,1.799335214395381399e+01,1.000000000000000000e+00
2.080606377671149687e+01,2.063470315050721382e+01,1.000000000000000000e+00
2.903443795098165836e+01,2.904834218215074415e+01,1.000000000000000000e+00
1.342180225471321720e+01,1.350279497662891259e+01,1.000000000000000000e+00
4.300853037469175177e+01,4.439744236755906570e+01,1.000000000000000000e+00
2.809393193114913601e+01,2.828519409004544372e+01,1.000000000000000000e+00
1.436595007063724339e+01,1.480113289888396366e+01,1.000000000000000000e+00
3.753540914272223006e+01,3.631029276746500045e+01,1.000000000000000000e+00
3.859698909124274735e+01,3.982447119707655503e+01,1.000000000000000000e+00
1.797784211057379267e+01,1.668116057601313429e+01,1.000000000000000000e+00
1.678379212811448440e+01,1.660716915613837585e+01,1.000000000000000000e+00
2.485823760616902689e+01,2.471656302525276061e+01,1.000000000000000000e+00
2.413098749389437714e+01,2.263461478567275265e+01,1.000000000000000000e+00
3.696497052533771921e+01,3.813398604312109086e+01,1.000000000000000000e+00
4.383516913223519396e+01,4.533577610911628142e+01,1.000000000000000000e+00
3.192056346095482056e+01,3.371835899344904419e+01,1.000000000000000000e+00
3.994494780821928259e+01,3.930475934673472693e+01,1.000000000000000000e+00
2.319967025939756411e+01,2.408340490081877050e+01,1.000000000000000000e+00
2.443193473993127540e+01,2.582045351058356175e+01,1.000000000000000000e+00
3.399820574297632447e+01,3.351364303839476122e+01,1.000000000000000000e+00
1.468383794891922278e+01,1.522402931444768903e+01,1.000000000000000000e+00
3.196546179818335176e+01,3.187757644060500439e+01,1.000000000000000000e+00
1.217662163421018207e+01,1.116556061429967173e+01,1.000000000000000000e+00
3.553374900473563969e+01,3.679831633655317802e+01,1.000000000000000000e+00
1.437078524025602277e+01,1.338913674816781452e+01,1.000000000000000000e+00
1.255492462963375466e+01,1.226768162404602336e+01,1.000000000000000000e+00
3.998394917433861195e+01,3.972236128656626875e+01,1.000000000000000000e+00
1.414845124141397648e+01,1.497601206542285368e+01,1.000000000000000000e+00
2.749558753816238266e+01,2.764957099580741229e+01,1.000000000000000000e+00
3.385654630010117216e+01,3.430567637108685375e+01,1.000000000000000000e+00
3.771059092208536612e+01,3.776206482586275115e+01,1.000000000000000000e+00
4.193933310501702749e+01,4.310986749558647091e+01,1.000000000000000000e+00
3.504148967464821851e+01,3.635006486905302836e+01,1.000000000000000000e+00
3.878855621634389905e+01,4.048070090794106335e+01,1.000000000000000000e+00
2.956722466989234022e+01,2.898350170781913349e+01,1.000000000000000000e+00
2.920050779208337133e+01,2.888916043534194955e+01,1.000000000000000000e+00
1.033652972961461636e+01,1.063200578729339085e+01,1.000000000000000000e+00
4.159364327575296016e+01,4.184956050594169596e+01,1.000000000000000000e+00
4.362562372135518274e+01,4.312393322626540737e+01,1.000000000000000000e+00
2.536312984286173133e+01,2.525161634320614112e+01,1.000000000000000000e+00
2.861538056928508311e+01,2.728895501417311564e+01,1.000000000000000000e+00
2.512483246426676686e+01,2.736217831636069064e+01,1.000000000000000000e+00
2.502531922569409062e+01,2.352200144545822980e+01,1.000000000000000000e+00
1.767286468908975294e+01,1.675120043255901336e+01,1.000000000000000000e+00
1.930893526742923783e+01,1.982714731707586964e+01,1.000000000000000000e+00
1.912952705583878199e+01,1.807954268509955398e+01,1.000000000000000000e+00
3.682941546252631326e+01,3.609073461331189492e+01,1.000000000000000000e+00
3.330151198471804719e+01,3.400357628582015224e+01,1.000000000000000000e+00
4.279113391876842343e+01,4.407172219745368125e+01,1.000000000000000000e+00
3.457126354518673850e+01,3.582315551487633343e+01,1.000000000000000000e+00
3.527028693824055239e+01,3.486573318236466434e+01,1.000000000000000000e+00
2.593282418351368790e+01,2.562313839213864242e+01,1.000000000000000000e+00
2.864557024192228951e+01,2.816942687055469818e+01,1.000000000000000000e+00
1.410654088549859964e+01,1.480751088299607332e+01,1.000000000000000000e+00
2.101228039167192918e+01,2.074408164132330157e+01,1.000000000000000000e+00
2.055661500700716360e+01,2.166911669009710195e+01,1.000000000000000000e+00
