1.187387029370553826e+01,1.388019723478868883e+01,1.000000000000000000e+00
3.728856355058392325e+01,3.736155620388604603e+01,1.000000000000000000e+00
3.240001535399105137e+01,3.162924012088771519e+01,1.000000000000000000e+00
2.590708051015369762e+01,2.508364559190848908e+01,1.000000000000000000e+00
2.120452638823922342e+01,2.166644792282525955e+01,1.000000000000000000e+00
2.295228987315018543e+01,2.169741159176107104e+01,1.000000000000000000e+00
1.768789392298472052e+01,1.709895687964754174e+01,1.000000000000000000e+00
3.329804149031187421e+01,3.289474268058757644e+01,1.000000000000000000e+00
1.595051142827447421e+01,1.681129504055952140e+01,1.000000000000000000e+00
1.240300286425040532e+01,1.267920108127505507e+01,1.000000000000000000e+00
1.496270018672428748e+01,1.581922150973873542e+01,1.000000000000000000e+00
1.261280909909823933e+01,1.314218045467310425e+01,1.000000000000000000e+00
3.880718504691574822e+01,3.969938387539063740e+01,1.000000000000000000e+00
1.831590741894766694e+01,1.961992174496607078e+01,1.000000000000000000e+00
3.400009127125137809e+01,3.360276638586013576e+01,1.000000000000000000e+00
2.552228817964317997e+01,2.490379396265518608e+01,1.000000000000000000e+00
1.489427445581451082e+01,1.522360135808229842e+01,1.000000000000000000e+00
1.495110800794725847e+01,1.470830081983891091e+01,1.000000000000000000e+00
1.427613256238602624e+01,1.371882802777392918e+01,1.000000000000000000e+00
1.316189439089501612e+01,1.358393117936868322e+01,1.000000000000000000e+00
1.730858486161115195e+01,1.768570658152872355e+01,1.000000000000000000e+00
3.228790906164036301e+01,3.256292746840814090e+01,1.000000000000000000e+00
1.106599022160338741e+01,1.126368114808405529e+01,1.000000000000000000e+00
4.201086184387080635e+01,3.897879503489443209e+01,1.000000000000000000e+00
1.460856050004685258e+01,1.559962394501010685e+01,1.000000000000000000e+00
3.867200980825937506e+01,3.869748943816579612e+01,1.000000000000000000e+00
1.298832603234144045e+01,1.303686907094621361e+01,1.000000000000000000e+00
1.124956354395939684e+01,1.175292671944342970e+01,1.000000000000000000e+00
3.548837131497971598e+01,3.522271093136728126e+01,1.000000000000000000e+00
1.878217497375795020e+01,1.975896307806471341e+01,1.000000000000000000e+00
3.229487784422914842e+01,3.403125376086634191e+01,1.000000000000000000e+00
3.234747154698401062e+01,3.224860162379727058e+01,1.000000000000000000e+00
1.787738961384332015e+01,1.706177235361772304e+01,1.000000000000000000e+00
1.847012197949896262e+01,2.013334253685476583e+01,1.000000000000000000e+00
