"V1","V2","V3","V4"
14660,0.768487602239475,0.0419540565926582,0
6688,0.437340259552002,0.0886117238551378,0
5278,0.277198198717088,0.393940132576972,0
23835,0.128695802064613,0.405017189448699,0
22813,0.788885366404429,0.537100084824488,0
6082,0.522535567637533,0.540481037925929,5
24358,0.637670620111749,0.189957231516019,0
28649,0.656531667569652,0.353949479293078,0
16129,0.541453450219706,0.527036298299208,5
7248,0.613924181088805,0.463128572329879,0
25391,0.676242551300675,0.446175719378516,0
24153,0.98752202000469,0.573030138853937,0
4011,0.881810137303546,0.461950882337987,0
13186,0.508896298706532,0.518214622046798,5
18876,0.488926290534437,0.19279387104325,0
15983,0.337134386878461,0.817982658976689,0
13929,0.358582671266049,0.623926656320691,0
16043,0.92256421665661,0.060727730859071,0
1919,0.705218034465409,0.882817116624302,4
5661,0.773850841447711,0.706885309424251,0
869,0.811504368822896,0.177006280211193,2
26855,0.181170992553234,0.938566677970812,0
7944,0.184928620932624,0.85356440092437,0
10937,0.221187917981297,0.106365521205589,0
12926,0.527147518470883,0.944352847058326,0
6143,0.868002981878817,0.0446299042087048,0
4985,0.703964154236019,0.547444398282096,0
13303,0.364530721912161,0.431872473098338,0
23775,0.641092993086204,0.250479985261336,0
7419,0.706247129477561,0.968771097483113,0
7530,0.494688540231436,0.438516168156639,0
5937,0.970649891765788,0.363298799842596,0
4720,0.823216480668634,0.873170955106616,0
159,0.913102215724304,0.218204707049099,1
5378,0.69453072710894,0.483843494439498,0
12138,0.882187924580649,0.457872156985104,0
29072,0.169562425464392,0.607829816406593,0
25755,0.384214219171554,0.282162134768441,0
5252,0.0516541665419936,0.46356986486353,0
19711,0.0780665536876768,0.13903980399482,0
1234,0.200664901278215,0.18714554104954,3
17896,0.179741279454902,0.675780368968844,0
3239,0.967420981498435,0.498620145022869,0
9960,0.335706769721583,0.589218318928033,0
20699,0.78506624745205,0.196506323292851,2
26865,0.571668720338494,0.503096267813817,0
18332,0.278300740756094,0.920326824998483,0
9894,0.412793466355652,0.686926241731271,0
26851,0.145810984773561,0.843508008401841,0
26990,0.634169143624604,0.94247013842687,0
28389,0.769317613448948,0.00355415930971503,0
20156,0.47398746595718,0.804978950181976,0
21028,0.580132842296734,0.975822683889419,0
5514,0.841992291854694,0.0607491715345532,0
5632,0.996510612778366,0.955108464695513,0
5604,0.325244664913043,0.0459979055449367,0
23722,0.369933760492131,0.800055178813636,0
11702,0.280274661723524,0.255128973396495,0
5214,0.13674625265412,0.0831905261147767,0
6972,0.497097618412226,0.81395798176527,0
22599,0.0491256469395012,0.0666540779639035,0
11502,0.867707313969731,0.709490336477757,0
26646,0.331376011716202,0.0540930482093245,0
20557,0.0909938018303365,0.680598454317078,0
5018,0.738524380372837,0.46089637838304,0
6585,0.459345588693395,0.929218979086727,0
1349,0.201992126037367,0.809962169267237,3
16826,0.660939832683653,0.926278804894537,0
9107,0.0770642261486501,0.541507850168273,0
15955,0.109730364521965,0.0144491884857416,0
10363,0.854860658990219,0.966318649239838,0
7369,0.0131565036717802,0.885030297329649,0
10,0.864609800294256,0.152306587761168,0
2850,0.782178524488707,0.316116580224618,6
29034,0.216964007355273,0.0609204513020813,0
21910,0.0864855211693794,0.955656843725592,0
19435,0.648552667116746,0.216006341390312,0
16619,0.182042727945372,0.10231360537,0
6327,0.821909132646397,0.0380902539473027,0
4553,0.659018046688288,0.262450522510335,0
10834,0.199376553762704,0.982754918048158,0
25135,0.917705328436568,0.923392213182524,0
27653,0.33932586107403,0.12915451452136,0
8491,0.562049340689555,0.457091088872403,0
4481,0.20181336463429,0.604818483348936,3
7355,0.200867298524827,0.690364501439035,3
1088,0.204815707663074,0.547183241695166,3
24488,0.121048863744363,0.267226825235412,0
15949,0.280900530982763,0.41430532024242,0
25117,0.453171029454097,0.456983260810375,5
20869,0.449949006782845,0.172674932749942,0
7147,0.923952511744574,0.11804808722809,0
19666,0.334085553651676,0.250814605969936,0
4209,0.147498321253806,0.78905342775397,0
15914,0.314141554292291,0.885634018806741,0
27575,0.481846858747303,0.452584794722497,5
8950,0.792615088634193,0.540948104579002,0
6002,0.673859667498618,0.988114204257727,0
9410,0.864725382532924,0.991699234349653,0
11480,0.243079974781722,0.807062473148108,0
13069,0.447737308219075,0.303300546715036,0
19296,0.239082245854661,0.888108533341438,0
9568,0.91557924170047,0.717301547061652,0
26518,0.219799447106197,0.836752272443846,0
10768,0.963137829909101,0.589748275233433,0
10967,0.974510107655078,0.290375385666266,0
16401,0.181720328051597,0.532179491827264,0
4398,0.208496044157073,0.189237506594509,0
5955,0.416219583712518,0.0695814867503941,0
26144,0.327077344292775,0.837047733366489,0
24670,0.781261532567441,0.629777057096362,0
28554,0.120206254068762,0.606286448193714,0
26650,0.0283117454964668,0.902892451733351,0
18208,0.283016451168805,0.276975833578035,0
21588,0.416347492719069,0.697779510868713,0
16068,0.467202743049711,0.626650565769523,0
4613,0.678493531187996,0.0787343040574342,0
2028,0.555081462534145,0.53404333841987,5
12106,0.888442631345242,0.846271420130506,0
24035,0.865279387217015,0.369604496052489,0
4639,0.264396115904674,0.314039664342999,0
20247,0.138253274606541,0.0632932418957353,0
25202,0.624218551907688,0.764917927095667,0
18043,0.66376616479829,0.417928064242005,0
964,0.821862828624305,0.182223555338068,2
8553,0.0949007275048643,0.848848556634039,0
24992,0.0423401114530861,0.72541690338403,0
13482,0.247295325389132,0.408694277284667,0
1008,0.201619486830896,0.53658989276737,3
29536,0.923294593347237,0.71351578948088,0
17342,0.81221585534513,0.632577728945762,0
22658,0.420631595421582,0.391295291250572,0
22363,0.498326500412077,0.879831791156903,0
7203,0.102141325129196,0.482045552227646,0
17654,0.332184546394274,0.560765385394916,0
11751,0.868671476840973,0.435857594944537,0
21917,0.870815000263974,0.226889916229993,1
3521,0.412294008769095,0.731978059979156,0
13588,0.183843777282164,0.596216705627739,0
15246,0.730370946228504,0.258424825966358,0
10404,0.714721294119954,0.360596604878083,0
24559,0.0756034401711076,0.530851210234687,0
5656,0.700712771387771,0.956679769791663,0
26799,0.246817558305338,0.393151406897232,0
27696,0.910188094014302,0.416264150757343,0
9542,0.343972301576287,0.905934304231778,0
10433,0.636199039174244,0.686370134353638,0
24368,0.641995990416035,0.498636877164245,0
28916,0.83414090028964,0.31353374873288,6
19116,0.511585405096412,0.01403698627837,0
29579,0.0252899632323533,0.848952608881518,0
23131,0.416219620034099,0.386900638230145,0
8969,0.501196133904159,0.385085676098242,0
4438,0.795614982722327,0.390016618883237,0
17523,0.370951248100027,0.851310119498521,0
12731,0.979529152624309,0.926391006680205,0
9347,0.409277551341802,0.23846062947996,0
20611,0.572680280078202,0.748346748063341,0
3898,0.51217388920486,0.731140420772135,0
14252,0.279916236409917,0.658610172802582,0
10493,0.904815245652571,0.278673838358372,0
10632,0.141278160037473,0.364993203664199,0
13181,0.164697007508948,0.0153896347619593,0
16996,0.867241378407925,0.0391259854659438,0
11134,0.119402134558186,0.646926493616775,0
16503,0.573710060911253,0.664701597765088,0
29724,0.380724091548473,0.78666610782966,0
3607,0.151397688547149,0.163828718475997,0
7228,0.700697598978877,0.454723676666617,0
19840,0.0986408614553511,0.98340177279897,0
13381,0.905477000633255,0.024724364746362,0
2245,0.521343860011548,0.531567024234682,5
3380,0.197933208197355,0.154529362684116,0
13996,0.559613173827529,0.559793169144541,5
12317,0.289911592844874,0.338231925619766,0
3047,0.558619094314054,0.877372249029577,0
23830,0.381815174594522,0.154923387803137,0
27891,0.0943615746218711,0.387768195010722,0
19803,0.71966229355894,0.0964868331793696,0
20218,0.648719286546111,0.22591212647967,0
7381,0.36162642436102,0.712055190000683,0
8660,0.638123359531164,0.979784953407943,0
2371,0.509710243074223,0.493156023370102,5
8188,0.448398394277319,0.480818606214598,5
27449,0.733904763823375,0.154452752321959,0
1625,0.698631173218299,0.925908514293048,0
8171,0.285152376163751,0.96416655764915,0
21693,0.226798985386267,0.441362071083859,0
26655,0.0887364465743303,0.675347783835605,0
27608,0.119050809880719,0.313534378772601,0
